Organization Name,Direct Cost,Indirect Cost,Funding
MAYO CLINIC ROCHESTER,209888,121105,330993
MAYO CLINIC ROCHESTER,249225,127460,376685
MAYO CLINIC ROCHESTER,113595,9088,122683
MAYO CLINIC ROCHESTER,214200,126378,340578
MAYO CLINIC ROCHESTER,304120,155405,459525
MAYO CLINIC ROCHESTER,203943,117675,321618
MAYO CLINIC ROCHESTER,238000,140420,378420
MAYO CLINIC ROCHESTER,277588,141847,419435
MAYO CLINIC ROCHESTER,157167,12573,169740
MAYO CLINIC ROCHESTER,250000,147500,397500
MAYO CLINIC ROCHESTER,315178,166281,481459
MAYO CLINIC ROCHESTER,1349736,650264,2000000
MAYO CLINIC ROCHESTER,1158128,664095,1822223
MAYO CLINIC ROCHESTER,219239,110338,329577
MAYO CLINIC ROCHESTER,238000,137326,375326
MAYO CLINIC ROCHESTER,620972,347487,968459
MAYO CLINIC ROCHESTER,42332,24976,67308
MAYO CLINIC ROCHESTER,232041,104514,336555
MAYO CLINIC ROCHESTER,272651,160864,433515
MAYO CLINIC ROCHESTER,198235,114382,312617
MAYO CLINIC ROCHESTER,6106559,481597,6588156
MAYO CLINIC ROCHESTER,201407,91505,292912
MAYO CLINIC ROCHESTER,150303,88679,238982
MAYO CLINIC ROCHESTER,36000,,36000
MAYO CLINIC ROCHESTER,238000,140420,378420
MAYO CLINIC ROCHESTER,117625,9410,127035
MAYO CLINIC ROCHESTER,190115,109696,299811
MAYO CLINIC ROCHESTER,259092,12735,271827
MAYO CLINIC ROCHESTER,209888,121105,330993
MAYO CLINIC ROCHESTER,434182,197001,631183
MAYO CLINIC ROCHESTER,844435,172379,1016814
MAYO CLINIC ROCHESTER,439107,141723,580830
MAYO CLINIC ROCHESTER,257526,52429,309955
MAYO CLINIC ROCHESTER,40932,,40932
MAYO CLINIC ROCHESTER,229171,74309,303480
MAYO CLINIC ROCHESTER,993438,507361,1500799
MAYO CLINIC ROCHESTER,195050,112544,307594
MAYO CLINIC ROCHESTER,251218,148219,399437
MAYO CLINIC ROCHESTER,1166371,510356,1676727
MAYO CLINIC ROCHESTER,364644,186332,550976
MAYO CLINIC ROCHESTER,113750,9100,122850
MAYO CLINIC ROCHESTER,150000,88500,238500
MAYO CLINIC ROCHESTER,40932,,40932
MAYO CLINIC ROCHESTER,331504,23604,355108
MAYO CLINIC ROCHESTER,348788,178231,527019
MAYO CLINIC ROCHESTER,339391,200241,539632
MAYO CLINIC ROCHESTER,236810,136639,373449
MAYO CLINIC ROCHESTER,175871,89871,265742
MAYO CLINIC ROCHESTER,117388,9391,126779
MAYO CLINIC ROCHESTER,150000,63191,213191
MAYO CLINIC ROCHESTER,492826,29116,521942
MAYO CLINIC ROCHESTER,122670,72375,195045
MAYO CLINIC ROCHESTER,195050,112544,307594
MAYO CLINIC ROCHESTER,3264595,1045361,4309956
MAYO CLINIC ROCHESTER,198235,113507,311742
MAYO CLINIC ROCHESTER,189199,96681,285880
MAYO CLINIC ROCHESTER,188518,108775,297293
MAYO CLINIC ROCHESTER,357387,185153,542540
MAYO CLINIC ROCHESTER,141000,83190,224190
MAYO CLINIC ROCHESTER,203002,99616,302618
MAYO CLINIC ROCHESTER,318500,81863,400363
MAYO CLINIC ROCHESTER,263916,150872,414788
MAYO CLINIC ROCHESTER,164294,94798,259092
MAYO CLINIC ROCHESTER,2124748,1035493,2873981
MAYO CLINIC ROCHESTER,195050,115080,310130
MAYO CLINIC ROCHESTER,156604,92396,249000
MAYO CLINIC ROCHESTER,926,74,1000
MAYO CLINIC ROCHESTER,55670,,55670
MAYO CLINIC ROCHESTER,343816,170239,514055
MAYO CLINIC ROCHESTER,205711,105118,310829
MAYO CLINIC ROCHESTER,235620,101573,337193
MAYO CLINIC ROCHESTER,418683,86351,505034
MAYO CLINIC ROCHESTER,57734,,57734
MAYO CLINIC ROCHESTER,19654,11596,31250
MAYO CLINIC ROCHESTER,235000,138650,373650
MAYO CLINIC ROCHESTER,312304,23266,304930
MAYO CLINIC ROCHESTER,405559,154112,559671
MAYO CLINIC ROCHESTER,211500,122036,333536
MAYO CLINIC ROCHESTER,191070,112731,303801
MAYO CLINIC ROCHESTER,205711,105118,310829
MAYO CLINIC ROCHESTER,418541,142071,560612
MAYO CLINIC ROCHESTER,1560411,686868,2150500
MAYO CLINIC ROCHESTER,60498,35694,96192
MAYO CLINIC ROCHESTER,185763,107185,292948
MAYO CLINIC ROCHESTER,372610,89683,462293
MAYO CLINIC ROCHESTER,91374,5754,97128
MAYO CLINIC ROCHESTER,121106,9688,130794
MAYO CLINIC ROCHESTER,193725,114298,308023
MAYO CLINIC ROCHESTER,146257,86292,232549
MAYO CLINIC ROCHESTER,235620,135953,371573
MAYO CLINIC ROCHESTER,186750,110183,296933
MAYO CLINIC ROCHESTER,209888,123834,333722
MAYO CLINIC ROCHESTER,249452,87524,336976
MAYO CLINIC ROCHESTER,165232,12292,177524
MAYO CLINIC ROCHESTER,260791,109488,370279
MAYO CLINIC ROCHESTER,235620,135953,371573
MAYO CLINIC ROCHESTER,197393,116462,313855
MAYO CLINIC ROCHESTER,190080,94816,284896
MAYO CLINIC ROCHESTER,711568,184207,895775
MAYO CLINIC ROCHESTER,256293,139227,395520
MAYO CLINIC ROCHESTER,148876,76076,224952
MAYO CLINIC ROCHESTER,135898,78414,214312
MAYO CLINIC ROCHESTER,253248,124608,377856
MAYO CLINIC ROCHESTER,408829,235894,644723
MAYO CLINIC ROCHESTER,576328,117811,694139
MAYO CLINIC ROCHESTER,122670,70781,193451
MAYO CLINIC ROCHESTER,1419304,476747,1896051
MAYO CLINIC ROCHESTER,133700,10696,144396
MAYO CLINIC ROCHESTER,202964,86858,289822
MAYO CLINIC ROCHESTER,189199,109167,298366
MAYO CLINIC ROCHESTER,235620,120402,356022
MAYO CLINIC ROCHESTER,238000,140420,378420
MAYO CLINIC ROCHESTER,205200,118400,323600
MAYO CLINIC ROCHESTER,229900,86690,316590
MAYO CLINIC ROCHESTER,206872,119365,326237
MAYO CLINIC ROCHESTER,439751,89322,529073
MAYO CLINIC ROCHESTER,369477,202637,572114
MAYO CLINIC ROCHESTER,137810,11025,148835
MAYO CLINIC ROCHESTER,312438,166248,478686
MAYO CLINIC ROCHESTER,358812,211699,570511
MAYO CLINIC ROCHESTER,691785,353502,1045287
MAYO CLINIC ROCHESTER,284442,19227,303669
MAYO CLINIC ROCHESTER,182551,93284,275835
MAYO CLINIC ROCHESTER,40932,,40932
MAYO CLINIC ROCHESTER,305009,119621,424630
MAYO CLINIC ROCHESTER,435274,168269,603543
MAYO CLINIC ROCHESTER,680953,392910,1073863
MAYO CLINIC ROCHESTER,165618,13249,178867
MAYO CLINIC ROCHESTER,209888,123834,333722
MAYO CLINIC ROCHESTER,314217,18982,333199
MAYO CLINIC ROCHESTER,411276,237306,648582
MAYO CLINIC ROCHESTER,360483,160008,1
MAYO CLINIC ROCHESTER,235000,135595,370595
MAYO CLINIC ROCHESTER,157753,93074,250827
MAYO CLINIC ROCHESTER,144750,55457,200207
MAYO CLINIC ROCHESTER,173242,102213,275455
MAYO CLINIC ROCHESTER,122625,9810,132435
MAYO CLINIC ROCHESTER,211459,124761,336220
MAYO CLINIC ROCHESTER,117500,69325,186825
MAYO CLINIC ROCHESTER,150000,88500,238500
MAYO CLINIC ROCHESTER,195050,110845,305895
MAYO CLINIC ROCHESTER,118750,9500,128250
MAYO CLINIC ROCHESTER,531905,306909,838814
MAYO CLINIC ROCHESTER,308401,181957,490358
MAYO CLINIC ROCHESTER,201579,116311,317890
MAYO CLINIC ROCHESTER,185280,106907,292187
MAYO CLINIC ROCHESTER,360803,208183,568986
MAYO CLINIC ROCHESTER,152000,12160,164160
MAYO CLINIC ROCHESTER,328014,156266,484280
MAYO CLINIC ROCHESTER,40932,,40932
MAYO CLINIC ROCHESTER,499266,131440,630706
MAYO CLINIC ROCHESTER,209250,123458,332708
MAYO CLINIC ROCHESTER,125482,55373,180855
MAYO CLINIC ROCHESTER,425685,32609,458294
MAYO CLINIC ROCHESTER,170279,87012,257291
MAYO CLINIC ROCHESTER,235620,135953,371573
MAYO CLINIC ROCHESTER,189199,96681,285880
MAYO CLINIC ROCHESTER,207500,122425,329925
MAYO CLINIC ROCHESTER,235000,138650,373650
MAYO CLINIC ROCHESTER,924638,298325,1222963
MAYO CLINIC ROCHESTER,209888,121105,330993
MAYO CLINIC ROCHESTER,189860,10893,200753
MAYO CLINIC ROCHESTER,409861,234528,644389
MAYO CLINIC ROCHESTER,333932,180039,513971
MAYO CLINIC ROCHESTER,207500,122425,329925
MAYO CLINIC ROCHESTER,209888,123834,333722
MAYO CLINIC ROCHESTER,440319,190449,630768
MAYO CLINIC ROCHESTER,40932,,40932
MAYO CLINIC ROCHESTER,276626,153286,429912
MAYO CLINIC ROCHESTER,909,73,982
MAYO CLINIC ROCHESTER,207500,122425,329925
MAYO CLINIC ROCHESTER,238000,140420,378420
MAYO CLINIC ROCHESTER,198235,114382,312617
MAYO CLINIC ROCHESTER,34369,20278,54647
MAYO CLINIC ROCHESTER,264927,156307,421234
MAYO CLINIC ROCHESTER,235620,107921,343541
MAYO CLINIC ROCHESTER,22012,12987,34999
MAYO CLINIC ROCHESTER,108750,64163,172913
MAYO CLINIC ROCHESTER,154524,78961,233485
MAYO CLINIC ROCHESTER,244631,144332,388963
MAYO CLINIC ROCHESTER,238000,137326,375326
MAYO CLINIC ROCHESTER,1312011,772575,2084586
MAYO CLINIC ROCHESTER,40932,,40932
MAYO CLINIC ROCHESTER,220438,116205,336643
MAYO CLINIC ROCHESTER,549566,161240,710806
MAYO CLINIC ROCHESTER,125000,73750,198750
MAYO CLINIC ROCHESTER,249912,144199,394111
MAYO CLINIC ROCHESTER,2013537,204069,2217606
MAYO CLINIC ROCHESTER,48250,28468,76718
MAYO CLINIC ROCHESTER,195050,122544,317594
MAYO CLINIC ROCHESTER,257228,131444,388672
MAYO CLINIC ROCHESTER,213750,126113,339863
MAYO CLINIC ROCHESTER,403959,135829,539788
MAYO CLINIC ROCHESTER,418111,246685,664796
MAYO CLINIC ROCHESTER,434582,148573,583155
MAYO CLINIC ROCHESTER,113850,9108,122958
MAYO CLINIC ROCHESTER,189199,109168,298367
MAYO CLINIC ROCHESTER,328330,193715,522045
MAYO CLINIC ROCHESTER,189199,96681,285880
MAYO CLINIC ROCHESTER,270481,139600,410081
MAYO CLINIC ROCHESTER,195050,112544,307594
MAYO CLINIC ROCHESTER,170279,87012,257291
MAYO CLINIC ROCHESTER,472033,240737,712770
MAYO CLINIC ROCHESTER,209385,120815,330200
MAYO CLINIC ROCHESTER,45659,26939,72598
MAYO CLINIC ROCHESTER,143239,82650,225889
MAYO CLINIC ROCHESTER,706530,378871,1085401
MAYO CLINIC ROCHESTER,308357,174114,482471
MAYO CLINIC ROCHESTER,125000,73750,198750
MAYO CLINIC ROCHESTER,119644,70590,190234
MAYO CLINIC ROCHESTER,248412,146563,394975
MAYO CLINIC ROCHESTER,381225,224922,606147
MAYO CLINIC ROCHESTER,30240,15453,45693
MAYO CLINIC ROCHESTER,181863,107299,289162
MAYO CLINIC ROCHESTER,490717,263065,753782
MAYO CLINIC ROCHESTER,367623,153405,521028
MAYO CLINIC ROCHESTER,891981,514541,1406522
MAYO CLINIC ROCHESTER,217533,111159,328692
MAYO CLINIC ROCHESTER,260332,82177,342509
MAYO CLINIC ROCHESTER,209888,121105,330993
MAYO CLINIC ROCHESTER,680047,387413,1067460
MAYO CLINIC ROCHESTER,25185,14859,40044
MAYO CLINIC ROCHESTER,42692,,42692
MAYO CLINIC ROCHESTER,486496,231465,717961
MAYO CLINIC ROCHESTER,244809,113758,358567
MAYO CLINIC ROCHESTER,218314,125968,344282
MAYO CLINIC ROCHESTER,580821,326000,906821
MAYO CLINIC ROCHESTER,198235,114382,312617
MAYO CLINIC ROCHESTER,164934,84281,249215
MAYO CLINIC ROCHESTER,124915,9777,134692
MAYO CLINIC ROCHESTER,209888,121105,330993
MAYO CLINIC ROCHESTER,511375,125816,637191
MAYO CLINIC ROCHESTER,204302,120538,324840
MAYO CLINIC ROCHESTER,587908,286678,874586
MAYO CLINIC ROCHESTER,236275,120500,356775
MAYO CLINIC ROCHESTER,211094,119564,330658
MAYO CLINIC ROCHESTER,40932,,40932
MAYO CLINIC ROCHESTER,,,387456
MAYO CLINIC ROCHESTER,,,430869
MAYO CLINIC ROCHESTER,,,45010
MAYO CLINIC ROCHESTER,,,450137
MAYO CLINIC ROCHESTER,,,45570
MAYO CLINIC ROCHESTER,,,1996839
MAYO CLINIC ROCHESTER,,,79625
MBARARA UNIVERSITY/SCIENCE/ TECHNOLOGY,33381,2670,36051
"MBC RESEARCH, INC.",,,77875
"MBC RESEARCH, INC.",,,241512
"MBIO DIAGNOSTICS, INC.",,,789369
"MBIO DIAGNOSTICS, INC.",767637,168870,936507
"MBIO DIAGNOSTICS, INC.",,,682399
"MC3, INC.",,,171647
"MC3, INC.",,,235740
"MC3, INC.",,,228592
MCGILL UNIVERSITY,135845,10868,146713
MCGILL UNIVERSITY,82912,6633,89545
MCGILL UNIVERSITY,266220,3157,269377
MCGILL UNIVERSITY,632614,50609,683223
MCGILL UNIVERSITY,168354,13468,181822
MCGILL UNIVERSITY,43476,,43476
MCGILL UNIVERSITY,208334,16667,225001
MCGILL UNIVERSITY,379229,30338,409567
MCGILL UNIVERSITY,7850,,7850
MCGILL UNIVERSITY,120683,9655,130338
MCGILL UNIVERSITY HEALTH CTR RES INST,64969,5198,70167
MCLEAN HOSPITAL,390740,149671,540411
MCLEAN HOSPITAL,253367,146953,400320
MCLEAN HOSPITAL,717381,127242,844623
MCLEAN HOSPITAL,456169,73763,529932
MCLEAN HOSPITAL,165800,13264,179064
MCLEAN HOSPITAL,994871,255532,1250403
MCLEAN HOSPITAL,376338,162969,539307
MCLEAN HOSPITAL,144000,83520,227520
MCLEAN HOSPITAL,167000,13360,180360
MCLEAN HOSPITAL,323653,84826,408479
MCLEAN HOSPITAL,350947,70014,420961
MCLEAN HOSPITAL,423008,240423,663431
MCLEAN HOSPITAL,159098,12464,171562
MCLEAN HOSPITAL,49214,,49214
MCLEAN HOSPITAL,48000,27840,75840
MCLEAN HOSPITAL,240000,130291,370291
MCLEAN HOSPITAL,206872,119986,326858
MCLEAN HOSPITAL,195631,113465,309096
MCLEAN HOSPITAL,191075,108297,299372
MCLEAN HOSPITAL,159523,12762,172285
MCLEAN HOSPITAL,166194,11966,178160
MCLEAN HOSPITAL,96000,55680,151680
MCLEAN HOSPITAL,169617,79238,248855
MCLEAN HOSPITAL,213840,124027,337867
MCLEAN HOSPITAL,186240,108019,294259
MCLEAN HOSPITAL,125000,72500,197500
MCLEAN HOSPITAL,120000,69600,189600
MCLEAN HOSPITAL,120000,60413,180413
MCLEAN HOSPITAL,295008,151812,446820
MCLEAN HOSPITAL,20000,,20000
MCLEAN HOSPITAL,125000,53839,178839
MCLEAN HOSPITAL,138556,45869,184425
MCLEAN HOSPITAL,50000,29000,79000
MCLEAN HOSPITAL,237600,137808,375408
MCLEAN HOSPITAL,237600,137808,375408
MCLEAN HOSPITAL,106566,8525,115091
MCLEAN HOSPITAL,146858,84065,230923
MCLEAN HOSPITAL,139265,10402,149667
MCLEAN HOSPITAL,87049,6964,94013
MCLEAN HOSPITAL,114000,63211,177211
MCLEAN HOSPITAL,8500,680,9180
MCLEAN HOSPITAL,137822,47449,185271
MCLEAN HOSPITAL,97922,6954,104876
MCLEAN HOSPITAL,211094,122435,333529
MCLEAN HOSPITAL,48250,27985,76235
MCLEAN HOSPITAL,240000,139200,379200
MCLEAN HOSPITAL,260940,151345,412285
MCLEAN HOSPITAL,150000,87000,237000
MCLEAN HOSPITAL,144750,83955,228705
MCLEAN HOSPITAL,240000,139200,379200
MCLEAN HOSPITAL,681011,178483,859494
MCLEAN HOSPITAL,166100,13288,179388
MCLEAN HOSPITAL,165718,13257,178975
MCLEAN HOSPITAL,331486,192262,523748
MCLEAN HOSPITAL,191533,102987,294520
MCLEAN HOSPITAL,309644,179594,489238
MCLEAN HOSPITAL,420370,227168,647538
MCLEAN HOSPITAL,240000,122524,362524
MCLEAN HOSPITAL,138763,11101,149864
MCLEAN HOSPITAL,240000,124500,364500
MCLEAN HOSPITAL,240000,139200,379200
MCLEAN HOSPITAL,129200,10336,139536
MCLEAN HOSPITAL,125000,72500,197500
MCLEAN HOSPITAL,216000,125280,341280
MCLEAN HOSPITAL,330596,71992,402588
MCLEAN HOSPITAL,48000,27840,75840
MCLEAN HOSPITAL,167004,13360,180364
MCLEAN HOSPITAL,226327,119169,345496
MCLEAN HOSPITAL,127939,10035,137974
MCLEAN HOSPITAL,157500,91350,248850
MCLEAN HOSPITAL,392065,139337,531402
MCLEAN HOSPITAL,142548,11404,153952
MCLEAN HOSPITAL,137516,11001,148517
MCLEAN HOSPITAL,26245,,26245
MCLEAN HOSPITAL,197532,15803,1
MCLEAN HOSPITAL,460317,244016,704333
MCLEAN HOSPITAL,391818,116024,507842
MCLEAN HOSPITAL,202669,117547,320216
MCLEAN HOSPITAL,443766,176779,620545
MCLEAN HOSPITAL,,,606303
MCMASTER UNIVERSITY,213452,17076,230528
MCMASTER UNIVERSITY,1156160,92042,1248202
"MEDARRAY, INC.",,,994755
"MEDCHEM PARTNERS, LLC",,,147729
MEDGAR EVERS COLLEGE,185068,14805,199873
MEDGENE LABS,,,135356
"MEDIA REZ, LLC",,,150000
MEDICAL COLLEGE OF WISCONSIN,321748,94044,415792
MEDICAL COLLEGE OF WISCONSIN,238000,119000,357000
MEDICAL COLLEGE OF WISCONSIN,222098,67503,289601
MEDICAL COLLEGE OF WISCONSIN,386166,180894,567060
MEDICAL COLLEGE OF WISCONSIN,298258,142177,440435
MEDICAL COLLEGE OF WISCONSIN,59616,0,59616
MEDICAL COLLEGE OF WISCONSIN,211969,61072,273041
MEDICAL COLLEGE OF WISCONSIN,53942,,53942
MEDICAL COLLEGE OF WISCONSIN,1095833,387496,1483329
MEDICAL COLLEGE OF WISCONSIN,277913,147294,425207
MEDICAL COLLEGE OF WISCONSIN,147264,78050,225314
MEDICAL COLLEGE OF WISCONSIN,238000,126140,364140
MEDICAL COLLEGE OF WISCONSIN,6389061,311250,6700311
MEDICAL COLLEGE OF WISCONSIN,228000,118560,346560
MEDICAL COLLEGE OF WISCONSIN,147611,78234,225845
MEDICAL COLLEGE OF WISCONSIN,187334,90599,277933
MEDICAL COLLEGE OF WISCONSIN,83333,6667,90000
MEDICAL COLLEGE OF WISCONSIN,57804,4534,62338
MEDICAL COLLEGE OF WISCONSIN,211094,111880,322974
MEDICAL COLLEGE OF WISCONSIN,366918,28230,257294
MEDICAL COLLEGE OF WISCONSIN,387950,94555,482505
MEDICAL COLLEGE OF WISCONSIN,123997,9920,133917
MEDICAL COLLEGE OF WISCONSIN,271576,66136,337712
MEDICAL COLLEGE OF WISCONSIN,274048,123816,397864
MEDICAL COLLEGE OF WISCONSIN,213750,113288,327038
MEDICAL COLLEGE OF WISCONSIN,237500,125875,363375
MEDICAL COLLEGE OF WISCONSIN,150000,79500,229500
MEDICAL COLLEGE OF WISCONSIN,44322,,44322
MEDICAL COLLEGE OF WISCONSIN,158588,82466,241054
MEDICAL COLLEGE OF WISCONSIN,1412061,119599,1531660
MEDICAL COLLEGE OF WISCONSIN,211094,54884,265978
MEDICAL COLLEGE OF WISCONSIN,235620,122522,358142
MEDICAL COLLEGE OF WISCONSIN,245489,122214,367703
MEDICAL COLLEGE OF WISCONSIN,27000,0,27000
MEDICAL COLLEGE OF WISCONSIN,159871,82390,242261
MEDICAL COLLEGE OF WISCONSIN,355541,152267,507808
MEDICAL COLLEGE OF WISCONSIN,205200,106704,311904
MEDICAL COLLEGE OF WISCONSIN,240766,127606,368372
MEDICAL COLLEGE OF WISCONSIN,340597,28254,368851
MEDICAL COLLEGE OF WISCONSIN,527417,204974,732391
MEDICAL COLLEGE OF WISCONSIN,150000,79500,229500
MEDICAL COLLEGE OF WISCONSIN,124375,9950,134325
MEDICAL COLLEGE OF WISCONSIN,238000,119000,357000
MEDICAL COLLEGE OF WISCONSIN,235620,122522,358142
MEDICAL COLLEGE OF WISCONSIN,349650,180174,529824
MEDICAL COLLEGE OF WISCONSIN,193460,100599,294059
MEDICAL COLLEGE OF WISCONSIN,237500,125875,363375
MEDICAL COLLEGE OF WISCONSIN,187481,46244,233725
MEDICAL COLLEGE OF WISCONSIN,150000,75000,225000
MEDICAL COLLEGE OF WISCONSIN,189199,90289,279488
MEDICAL COLLEGE OF WISCONSIN,229900,119548,349448
MEDICAL COLLEGE OF WISCONSIN,156672,12262,168934
MEDICAL COLLEGE OF WISCONSIN,212500,101813,314313
MEDICAL COLLEGE OF WISCONSIN,120000,63600,183600
MEDICAL COLLEGE OF WISCONSIN,738004,43259,781263
MEDICAL COLLEGE OF WISCONSIN,230479,46226,276705
MEDICAL COLLEGE OF WISCONSIN,190128,8490,198618
MEDICAL COLLEGE OF WISCONSIN,124213,49820,174033
MEDICAL COLLEGE OF WISCONSIN,472503,82132,554635
MEDICAL COLLEGE OF WISCONSIN,42232,,42232
MEDICAL COLLEGE OF WISCONSIN,213840,110128,323968
MEDICAL COLLEGE OF WISCONSIN,471240,249757,720997
MEDICAL COLLEGE OF WISCONSIN,193000,102290,295290
MEDICAL COLLEGE OF WISCONSIN,238000,126140,364140
MEDICAL COLLEGE OF WISCONSIN,232650,120978,353628
MEDICAL COLLEGE OF WISCONSIN,118625,62871,181496
MEDICAL COLLEGE OF WISCONSIN,302778,51460,354238
MEDICAL COLLEGE OF WISCONSIN,95781,34960,129948
MEDICAL COLLEGE OF WISCONSIN,423535,86518,510053
MEDICAL COLLEGE OF WISCONSIN,382009,166895,548904
MEDICAL COLLEGE OF WISCONSIN,129000,10275,139275
MEDICAL COLLEGE OF WISCONSIN,291549,140711,432260
MEDICAL COLLEGE OF WISCONSIN,184347,95860,280207
MEDICAL COLLEGE OF WISCONSIN,117500,62275,179775
MEDICAL COLLEGE OF WISCONSIN,964150,266689,1230839
MEDICAL COLLEGE OF WISCONSIN,211500,112095,323595
MEDICAL COLLEGE OF WISCONSIN,506357,121761,628118
MEDICAL COLLEGE OF WISCONSIN,13655,1092,14747
MEDICAL COLLEGE OF WISCONSIN,256863,133569,390432
MEDICAL COLLEGE OF WISCONSIN,200624,106330,306954
MEDICAL COLLEGE OF WISCONSIN,1269101,143008,1412109
MEDICAL COLLEGE OF WISCONSIN,157953,83715,241668
MEDICAL COLLEGE OF WISCONSIN,217500,115275,332775
MEDICAL COLLEGE OF WISCONSIN,169625,80576,250201
MEDICAL COLLEGE OF WISCONSIN,150000,79500,229500
MEDICAL COLLEGE OF WISCONSIN,489882,83317,573199
MEDICAL COLLEGE OF WISCONSIN,182551,94927,277478
MEDICAL COLLEGE OF WISCONSIN,217125,115076,332201
MEDICAL COLLEGE OF WISCONSIN,44322,,44322
MEDICAL COLLEGE OF WISCONSIN,173149,90038,263187
MEDICAL COLLEGE OF WISCONSIN,184347,94939,279286
MEDICAL COLLEGE OF WISCONSIN,235000,124550,359550
MEDICAL COLLEGE OF WISCONSIN,312905,24659,337564
MEDICAL COLLEGE OF WISCONSIN,259121,104103,363224
MEDICAL COLLEGE OF WISCONSIN,190000,100700,290700
MEDICAL COLLEGE OF WISCONSIN,169008,12851,180491
MEDICAL COLLEGE OF WISCONSIN,1852599,33762,1886361
MEDICAL COLLEGE OF WISCONSIN,180283,38138,218421
MEDICAL COLLEGE OF WISCONSIN,198235,103082,301317
MEDICAL COLLEGE OF WISCONSIN,65580,5246,70826
MEDICAL COLLEGE OF WISCONSIN,658869,101670,760539
MEDICAL COLLEGE OF WISCONSIN,353567,64402,417969
MEDICAL COLLEGE OF WISCONSIN,209385,108880,318265
MEDICAL COLLEGE OF WISCONSIN,233886,110748,344634
MEDICAL COLLEGE OF WISCONSIN,14477,4389,18866
MEDICAL COLLEGE OF WISCONSIN,1186588,622963,1809551
MEDICAL COLLEGE OF WISCONSIN,1401914,682269,2084183
MEDICAL COLLEGE OF WISCONSIN,209888,111241,321129
MEDICAL COLLEGE OF WISCONSIN,420694,159292,579986
MEDICAL COLLEGE OF WISCONSIN,233927,114904,348831
MEDICAL COLLEGE OF WISCONSIN,242662,128461,371123
MEDICAL COLLEGE OF WISCONSIN,980,519,1499
MEDICAL COLLEGE OF WISCONSIN,2472512,978959,3451471
MEDICAL COLLEGE OF WISCONSIN,125375,10030,135405
MEDICAL COLLEGE OF WISCONSIN,258059,68810,326869
MEDICAL COLLEGE OF WISCONSIN,369850,196021,565871
MEDICAL COLLEGE OF WISCONSIN,209888,111241,321129
MEDICAL COLLEGE OF WISCONSIN,263256,139526,402782
MEDICAL COLLEGE OF WISCONSIN,3012712,603676,3616388
MEDICAL COLLEGE OF WISCONSIN,112613,9009,121622
MEDICAL COLLEGE OF WISCONSIN,287402,152323,439725
MEDICAL COLLEGE OF WISCONSIN,1241890,397500,1639390
MEDICAL COLLEGE OF WISCONSIN,1188904,630119,1819023
MEDICAL COLLEGE OF WISCONSIN,44322,,44322
MEDICAL COLLEGE OF WISCONSIN,145681,74158,219839
MEDICAL COLLEGE OF WISCONSIN,153946,80051,233997
MEDICAL COLLEGE OF WISCONSIN,212500,108120,320620
MEDICAL COLLEGE OF WISCONSIN,826,66,892
MEDICAL COLLEGE OF WISCONSIN,329867,171531,501398
MEDICAL COLLEGE OF WISCONSIN,245401,116699,362100
MEDICAL COLLEGE OF WISCONSIN,289117,15449,293693
MEDICAL COLLEGE OF WISCONSIN,196486,15719,212205
MEDICAL COLLEGE OF WISCONSIN,209888,111241,321129
MEDICAL COLLEGE OF WISCONSIN,212070,83299,295369
MEDICAL COLLEGE OF WISCONSIN,584531,272211,856742
MEDICAL COLLEGE OF WISCONSIN,235000,124550,359550
MEDICAL COLLEGE OF WISCONSIN,1158836,602595,1761431
MEDICAL COLLEGE OF WISCONSIN,163518,12001,175519
MEDICAL COLLEGE OF WISCONSIN,235000,124550,359550
MEDICAL COLLEGE OF WISCONSIN,50926,4074,55000
MEDICAL COLLEGE OF WISCONSIN,241200,7200,248400
MEDICAL COLLEGE OF WISCONSIN,390820,207135,597955
MEDICAL COLLEGE OF WISCONSIN,417862,96457,514319
MEDICAL COLLEGE OF WISCONSIN,294708,149299,444007
MEDICAL COLLEGE OF WISCONSIN,235620,122522,358142
MEDICAL COLLEGE OF WISCONSIN,1930933,506753,2437686
MEDICAL COLLEGE OF WISCONSIN,238000,126140,364140
MEDICAL COLLEGE OF WISCONSIN,470248,145689,615937
MEDICAL COLLEGE OF WISCONSIN,132215,10577,142792
MEDICAL COLLEGE OF WISCONSIN,300000,152881,452881
MEDICAL COLLEGE OF WISCONSIN,468742,126036,594778
MEDICAL COLLEGE OF WISCONSIN,47450,25149,72599
MEDICAL COLLEGE OF WISCONSIN,221160,115003,336163
MEDICAL COLLEGE OF WISCONSIN,360341,126178,486519
MEDICAL COLLEGE OF WISCONSIN,394429,133387,527816
MEDICAL COLLEGE OF WISCONSIN,238000,119000,357000
MEDICAL COLLEGE OF WISCONSIN,57734,,57734
MEDICAL COLLEGE OF WISCONSIN,210854,95928,306782
MEDICAL COLLEGE OF WISCONSIN,125000,66250,191250
MEDICAL COLLEGE OF WISCONSIN,188820,68919,257739
MEDICAL COLLEGE OF WISCONSIN,205989,73877,279866
MEDICAL COLLEGE OF WISCONSIN,349223,22885,372108
MEDICAL COLLEGE OF WISCONSIN,189199,98383,287582
MEDICAL COLLEGE OF WISCONSIN,237500,118750,356250
MEDICAL COLLEGE OF WISCONSIN,189199,100275,289474
MEDICAL COLLEGE OF WISCONSIN,55072,29188,84260
MEDICAL COLLEGE OF WISCONSIN,238000,126140,364140
